// 2247 benign + 1672 mirai httpflooding-1-dec
"No.","Time","Source","Destination","Protocol","Length","Info"
"3309","7.675727","223.39.118.176","192.168.0.23","TLSv1.2","491","Application Data"
"3330","7.739103","223.39.123.194","192.168.0.24","TLSv1","400","Application Data, Application Data"
"3440","8.037019","223.39.118.176","192.168.0.23","TLSv1.2","491","Application Data"
"3544","8.353533","223.39.123.194","192.168.0.24","TLSv1","400","Application Data, Application Data"
"3556","8.364695","192.168.0.24","223.39.123.194","TLSv1","203","Application Data"
"3558","8.368492","223.39.123.194","192.168.0.24","TLSv1","180","Application Data, Application Data[Packet size limited during capture]"
"3836","9.147875","192.168.0.24","223.39.123.191","TLSv1","260","Client Hello"
"3839","9.155254","223.39.123.191","192.168.0.24","TLSv1","1558","Server Hello"
"3844","9.157942","223.39.123.191","192.168.0.24","TLSv1","849","Certificate, Server Key Exchange, Server Hello Done"
"3946","9.438807","192.168.0.24","223.39.123.191","TLSv1","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3947","9.447931","223.39.123.191","192.168.0.24","TLSv1","384","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"4167","9.733946","192.168.0.24","223.39.123.191","TLSv1","427","Application Data"
"4173","9.736048","192.168.0.24","223.39.123.191","TLSv1","1562","Application Data [TCP segment of a reassembled PDU]"
"4185","9.744059","192.168.0.24","223.39.123.191","TLSv1","1562","Application Data [TCP segment of a reassembled PDU]"
"4200","9.750867","192.168.0.24","223.39.123.191","TLSv1","1562","Application Data [TCP segment of a reassembled PDU][Packet size limited during capture]"
"4208","9.753638","192.168.0.24","223.39.123.191","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"4214","9.755075","192.168.0.24","223.39.123.191","TLSv1","1562","Application Data [TCP segment of a reassembled PDU]"
"4221","9.758620","192.168.0.24","223.39.123.191","TLSv1","1562","Application Data [TCP segment of a reassembled PDU]"
"4240","9.765224","192.168.0.24","223.39.123.191","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"4247","9.766745","192.168.0.24","223.39.123.191","TLSv1","234","Application Data"
"4267","9.772458","192.168.0.24","223.39.123.191","TLSv1","1328","Application Data, Application Data[Packet size limited during capture]"
"4270","9.785556","223.39.123.191","192.168.0.24","TLSv1","570","Application Data, Application Data, Application Data, Application Data"
"4306","9.908179","192.168.0.24","223.39.118.176","TLSv1","256","Client Hello"
"4307","9.913452","192.168.0.24","223.39.118.176","TLSv1","256","Client Hello"
"4310","9.917692","223.39.118.176","192.168.0.24","TLSv1","1562","Server Hello"
"4314","9.918597","223.39.118.176","192.168.0.24","TLSv1","676","Certificate, Server Key Exchange, Server Hello Done"
"4322","9.922980","223.39.118.176","192.168.0.24","TLSv1","1558","Server Hello"
"4326","9.924080","223.39.118.176","192.168.0.24","TLSv1","676","Certificate, Server Key Exchange, Server Hello Done"
"4439","10.104235","192.168.0.24","223.39.118.176","TLSv1","256","Client Hello"
"4455","10.116039","223.39.118.176","192.168.0.24","TLSv1","1558","Server Hello"
"4459","10.117086","223.39.118.176","192.168.0.24","TLSv1","676","Certificate, Server Key Exchange, Server Hello Done"
"4469","10.134771","192.168.0.1","192.168.0.14","HTTP","114","HTTP/1.0 200 OK  (text/html)"
"4499","10.290500","163.152.1.1","192.168.0.23","DNS","598","Standard query response 0x9f8f A e.crashlytics.com CNAME events-endpoint-455714294.us-east-1.elb.amazonaws.com A 23.23.130.219 A 23.23.151.189 A 54.225.151.26 A 23.23.136.192 A 54.204.23.131 A 54.225.166.8 A 23.23.127.254 A 23.23.164.8 NS ns-934.awsdns-52.net NS ns-235.awsdns-29.com NS ns-1793.awsdns-32.co.uk NS ns-1119.awsdns-11.org A 205.251.192.235 A 205.251.195.166 A 205.251.196.95 A 205.251.199.1 AAAA 2600:9000:5300:eb00::1 AAAA 2600:9000:5303:a600::1 AAAA 2600:9000:5304:5f00::1"
"4526","10.336967","192.168.0.24","223.39.118.176","TLSv1","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4527","10.344172","223.39.118.176","192.168.0.24","TLSv1","368","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"4529","10.372940","192.168.0.24","223.39.118.176","TLSv1","763","Application Data"
"4530","10.379735","192.168.0.24","223.39.118.176","TLSv1","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4531","10.386924","223.39.118.176","192.168.0.24","TLSv1","368","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"4533","10.389810","223.39.118.176","192.168.0.24","TLSv1","507","Application Data"
"4534","10.395095","192.168.0.24","223.39.118.176","TLSv1","763","Application Data"
"4549","10.415522","223.39.118.176","192.168.0.24","TLSv1","507","Application Data"
"4551","10.435871","192.168.0.24","223.39.118.176","TLSv1","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4552","10.444657","223.39.118.176","192.168.0.24","TLSv1","368","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"4554","10.451492","108.177.125.188","192.168.0.23","TLSv1.2","774","Application Data"
"4555","10.453260","192.168.0.24","223.39.118.176","TLSv1","763","Application Data"
"4571","10.474360","223.39.118.176","192.168.0.24","TLSv1","507","Application Data"
"4572","10.478144","108.177.125.188","192.168.0.23","TLSv1.2","772","Application Data"
"4601","10.528481","223.39.118.176","192.168.0.23","TLSv1.2","832","Application Data"
"4606","10.533846","108.177.125.188","192.168.0.23","TLSv1.2","771","Application Data"
"4614","10.564910","223.39.118.176","192.168.0.23","TLSv1.2","250","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"4618","10.611148","223.39.118.176","192.168.0.23","TLSv1.2","832","Application Data"
"4647","10.645381","223.39.118.176","192.168.0.23","TLSv1.2","832","Application Data"
"4754","10.905999","23.23.130.219","192.168.0.23","TLSv1.2","161","[TCP Previous segment not captured] , Change Cipher Spec, Encrypted Handshake Message"
"4818","11.106449","23.23.130.219","192.168.0.23","TLSv1.2","238","Application Data"
"4904","11.440642","223.39.118.176","192.168.0.23","TLSv1.2","490","Application Data"
"4999","11.735394","223.39.123.194","192.168.0.24","TLSv1","400","Application Data, Application Data"
"5269","12.484748","223.39.118.176","192.168.0.24","TLSv1","135","Encrypted Alert"
"5586","13.427657","192.168.0.24","163.152.1.1","DNS","127","Standard query 0xed1c A nog-spk.sktnugu.com"
"5587","13.429127","163.152.1.1","192.168.0.24","DNS","296","Standard query response 0xed1c A nog-spk.sktnugu.com A 211.188.147.64 NS gate4.sktelecom.com NS gate.sktelecom.com NS gate2.sktelecom.com NS gate3.sktelecom.com A 203.236.1.12 A 203.236.20.11 A 211.188.180.21 A 211.188.180.22"
"5616","13.461242","192.168.0.24","211.188.147.64","TLSv1","318","Client Hello"
"5618","13.466544","211.188.147.64","192.168.0.24","TLSv1","1558","Server Hello"
"5622","13.467822","211.188.147.64","192.168.0.24","TLSv1","960","Certificate, Server Key Exchange, Server Hello Done"
"5650","13.540009","192.168.0.24","211.188.147.64","TLSv1","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5651","13.545208","211.188.147.64","192.168.0.24","TLSv1","384","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"5791","13.637742","192.168.0.24","211.188.147.64","TLSv1","391","Application Data"
"5855","13.656652","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"5868","13.659444","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"5894","13.667251","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"5907","13.671804","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"5952","13.685357","192.168.0.24","211.188.147.64","TLSv1","1562","Application Data [TCP segment of a reassembled PDU]"
"5970","13.688388","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"6008","13.699211","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"6026","13.702789","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"6039","13.705827","192.168.0.24","211.188.147.64","TLSv1","1562","Application Data [TCP segment of a reassembled PDU]"
"6060","13.712941","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"6093","13.735967","192.168.0.24","211.188.147.64","TLSv1","1558","Application Data [TCP segment of a reassembled PDU]"
"6096","13.736839","192.168.0.24","211.188.147.64","TLSv1","104","Application Data"
"6100","13.746533","211.188.147.64","192.168.0.24","TLSv1","427","Application Data"
"6101","13.746942","211.188.147.64","192.168.0.24","TLSv1","135","Encrypted Alert"
"6110","13.752696","192.168.0.24","211.188.147.64","TLSv1","139","Encrypted Alert"
"6232","13.965139","192.168.0.1","192.168.0.14","HTTP","114","HTTP/1.0 200 OK  (text/html)"
"6415","14.819614","223.39.123.191","192.168.0.24","TLSv1","135","Encrypted Alert"
"6806","15.520004","192.168.0.24","223.39.118.176","TLSv1","256","Client Hello"
"6842","15.537706","223.39.118.176","192.168.0.24","TLSv1","1558","Server Hello"
"6846","15.538285","223.39.118.176","192.168.0.24","TLSv1","676","Certificate, Server Key Exchange, Server Hello Done"
"6901","15.657203","192.168.0.24","223.39.118.176","TLSv1","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6935","15.684730","223.39.118.176","192.168.0.24","TLSv1","368","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6945","15.689711","192.168.0.24","223.39.118.176","TLSv1","763","Application Data"
"6948","15.704416","223.39.118.176","192.168.0.24","TLSv1","507","Application Data"
"7014","15.829024","108.177.125.188","192.168.0.23","TLSv1.2","774","Application Data"
"7036","15.891654","192.168.0.23","108.177.125.188","TLSv1.2","155","Application Data"
"7037","15.912034","192.168.0.23","223.39.118.176","TLSv1.2","694","Application Data"
"7039","15.943102","223.39.118.176","192.168.0.23","TLSv1.2","834","Application Data"
"7088","16.039053","192.168.0.23","163.152.1.1","DNS","128","Standard query 0xcf39 A dls.di.atlas.samsung.com"
"7089","16.040592","163.152.1.1","192.168.0.23","DNS","584","Standard query response 0xcf39 A dls.di.atlas.samsung.com CNAME elb-p-dc-dls-an2-1785727621.ap-northeast-2.elb.amazonaws.com A 13.209.102.114 A 13.209.178.7 A 13.125.164.66 A 13.209.228.209 A 13.125.162.71 A 13.209.202.139 A 13.209.33.122 A 13.125.169.20 NS ns-1566.awsdns-03.co.uk NS ns-953.awsdns-55.net NS ns-1312.awsdns-36.org NS ns-138.awsdns-17.com A 205.251.192.138 A 205.251.195.185 A 205.251.197.32 A 205.251.198.30 AAAA 2600:9000:5300:8a00::1 AAAA 2600:9000:5303:b900::1"
"7103","16.063819","192.168.0.23","13.209.102.114","TLSv1.2","300","Client Hello"
"7111","16.068692","13.209.102.114","192.168.0.23","TLSv1.2","1566","Server Hello"
"7115","16.069282","13.209.102.114","192.168.0.23","TLSv1.2","665","Certificate, Server Key Exchange, Server Hello Done"
"7121","16.094989","192.168.0.23","13.209.102.114","TLSv1.2","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"7122","16.098444","13.209.102.114","192.168.0.23","TLSv1.2","161","Change Cipher Spec, Encrypted Handshake Message"
"7123","16.104534","192.168.0.23","13.209.102.114","TLSv1.2","891","Application Data"
"7124","16.109989","13.209.102.114","192.168.0.23","TLSv1.2","262","Application Data"
"7148","16.149899","192.168.0.23","13.209.102.114","TLSv1.2","300","Client Hello"
"7151","16.159810","13.209.102.114","192.168.0.23","TLSv1.2","1566","Server Hello"
"7155","16.160464","13.209.102.114","192.168.0.23","TLSv1.2","665","Certificate, Server Key Exchange, Server Hello Done"
"7157","16.188160","192.168.0.23","13.209.102.114","TLSv1.2","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"7158","16.192126","13.209.102.114","192.168.0.23","TLSv1.2","161","Change Cipher Spec, Encrypted Handshake Message"
"7180","16.209908","13.209.102.114","192.168.0.23","TLSv1.2","283","[TCP ACKed unseen segment] , Application Data"
"7181","16.210027","13.209.102.114","192.168.0.23","TLSv1.2","144","[TCP ACKed unseen segment] , Application Data"
"7188","16.253634","192.168.0.23","13.209.102.114","TLSv1.2","300","Client Hello"
"7190","16.258877","13.209.102.114","192.168.0.23","TLSv1.2","1566","Server Hello"
"7194","16.259516","13.209.102.114","192.168.0.23","TLSv1.2","665","Certificate, Server Key Exchange, Server Hello Done"
"7196","16.280858","13.209.102.114","192.168.0.23","TLSv1.2","161","[TCP ACKed unseen segment] , Change Cipher Spec, Encrypted Handshake Message"
"7197","16.287746","192.168.0.23","13.209.102.114","TLSv1.2","963","[TCP Previous segment not captured] , Application Data[Packet size limited during capture]"
"7198","16.293395","13.209.102.114","192.168.0.23","TLSv1.2","283","[TCP ACKed unseen segment] , Application Data"
"7199","16.293515","13.209.102.114","192.168.0.23","TLSv1.2","144","Application Data"
"7347","16.759248","192.168.0.23","223.39.118.176","TLSv1.2","701","Application Data"
"7367","16.781202","223.39.118.176","192.168.0.23","TLSv1.2","1139","Application Data"
"7401","16.843375","192.168.0.23","223.39.118.176","TLSv1.2","615","Client Hello"
"7404","16.848274","223.39.118.176","192.168.0.23","TLSv1.2","250","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"7407","16.852783","223.39.118.176","192.168.0.23","TLSv1.2","250","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"7418","16.906821","223.39.118.176","192.168.0.23","TLSv1.2","468","Application Data"
"7432","16.918560","223.39.118.176","192.168.0.23","TLSv1.2","567","Application Data"
"7848","17.775364","223.39.118.176","192.168.0.23","TLSv1.2","846","[TCP ACKed unseen segment] , Application Data[Packet size limited during capture]"
"7860","17.802476","192.168.0.24","223.39.123.194","TLSv1","203","Application Data"
"7861","17.807398","223.39.123.194","192.168.0.24","TLSv1","176","Application Data, Application Data"
"7912","18.064520","192.168.0.24","223.39.123.191","TLSv1","139","Encrypted Alert"
"7917","18.069404","192.168.0.24","223.39.123.191","TLSv1","139","Encrypted Alert"
"7927","18.092276","192.168.0.24","223.39.123.191","TLSv1","500","Client Hello"
"7930","18.101422","223.39.123.191","192.168.0.24","TLSv1","247","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"7932","18.104940","192.168.0.24","223.39.123.191","TLSv1","161","Change Cipher Spec, Encrypted Handshake Message"
"7947","18.150190","192.168.0.24","223.39.123.191","TLSv1","379","Application Data"
"7949","18.158986","223.39.123.191","192.168.0.24","TLSv1","586","Application Data, Application Data, Application Data, Application Data"
"8090","18.270458","192.168.0.1","192.168.0.14","HTTP","114","HTTP/1.0 200 OK  (text/html)"
"8100","18.314754","192.168.0.24","223.39.123.191","TLSv1","379","Application Data"
"8101","18.322379","223.39.123.191","192.168.0.24","TLSv1","586","Application Data, Application Data, Application Data, Application Data"
"8181","18.594727","223.39.118.176","192.168.0.23","TLSv1.2","828","[TCP ACKed unseen segment] , Application Data"
"8234","18.762717","192.168.0.23","163.152.1.1","DNS","121","Standard query 0xb470 A nugu.podbbang.com"
"8244","18.772581","163.152.1.1","192.168.0.23","DNS","317","Standard query response 0xb470 A nugu.podbbang.com A 14.129.200.42 NS ns69.dnszi.com NS ns12.dnszi.com NS ns59.dnszi.com NS ns35.dnszi.com NS ns1.dnszi.com A 115.71.240.4 A 27.1.16.75 A 58.120.225.170 A 121.78.72.34 A 115.71.242.12"
"8252","18.797081","192.168.0.23","14.129.200.42","TLSv1.2","293","Client Hello"
"8257","18.804978","14.129.200.42","192.168.0.23","TLSv1.2","1566","[TCP ACKed unseen segment] , Server Hello"
"8260","18.805272","14.129.200.42","192.168.0.23","TLSv1.2","1566","[TCP ACKed unseen segment] , Server Hello"
"8263","18.805489","14.129.200.42","192.168.0.23","TLSv1.2","540","[TCP ACKed unseen segment] , Certificate, Server Key Exchange, Server Hello Done"
"8264","18.805563","14.129.200.42","192.168.0.23","TLSv1.2","540","[TCP ACKed unseen segment] , Certificate, Server Key Exchange, Server Hello Done"
"8265","18.805636","14.129.200.42","192.168.0.23","TLSv1.2","1566","Server Hello"
"8268","18.805922","14.129.200.42","192.168.0.23","TLSv1.2","1566","Server Hello"
"8270","18.806064","14.129.200.42","192.168.0.23","TLSv1.2","540","Certificate, Server Key Exchange, Server Hello Done"
"8272","18.806204","14.129.200.42","192.168.0.23","TLSv1.2","532","Certificate, Server Key Exchange, Server Hello Done"
"8323","18.838373","192.168.0.23","14.129.200.42","TLSv1.2","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8327","18.842927","14.129.200.42","192.168.0.23","TLSv1.2","376","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8328","18.842999","14.129.200.42","192.168.0.23","TLSv1.2","368","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8329","18.847726","192.168.0.23","14.129.200.42","TLSv1.2","244","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8330","18.847846","192.168.0.23","14.129.200.42","TLSv1.2","326","Application Data"
"8331","18.847920","192.168.0.23","14.129.200.42","TLSv1.2","325","Application Data"
"8332","18.847993","192.168.0.23","14.129.200.42","TLSv1.2","236","[TCP Previous segment not captured] , Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8343","18.852357","14.129.200.42","192.168.0.23","TLSv1.2","376","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8344","18.852432","14.129.200.42","192.168.0.23","TLSv1.2","368","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8345","18.857998","14.129.200.42","192.168.0.23","TLSv1.2","541","Application Data"
"8346","18.858122","14.129.200.42","192.168.0.23","TLSv1.2","532","Application Data"
"8353","18.863559","14.129.200.42","192.168.0.23","TLSv1.2","541","[TCP ACKed unseen segment] , Application Data"
"8354","18.863677","14.129.200.42","192.168.0.23","TLSv1.2","533","[TCP ACKed unseen segment] , Application Data"
"8356","18.868476","192.168.0.23","163.152.1.1","DNS","120","Standard query 0xf78e A img.podbbang.com"
"8357","18.874302","163.152.1.1","192.168.0.23","DNS","511","Standard query response 0xf78e A img.podbbang.com CNAME img.podbbang.com.edgekey.net CNAME e1131.f.akamaiedge.net A 104.76.84.32 NS n6f.akamaiedge.net NS n0f.akamaiedge.net NS n1f.akamaiedge.net NS n5f.akamaiedge.net NS n7f.akamaiedge.net NS n4f.akamaiedge.net NS n2f.akamaiedge.net NS n3f.akamaiedge.net A 88.221.81.192 A 61.111.58.230 A 61.111.58.224 A 61.111.58.226 A 61.111.58.228 A 23.65.188.54 A 23.59.151.103 A 61.111.58.227 AAAA 2600:1480:e800::c0"
"8367","18.889826","192.168.0.23","104.76.84.32","TLSv1.2","292","Client Hello"
"8368","18.890805","192.168.0.23","104.76.84.32","TLSv1.2","292","Client Hello"
"8369","18.891792","192.168.0.23","104.76.84.32","TLSv1.2","292","Client Hello"
"8370","18.892309","192.168.0.23","104.76.84.32","TLSv1.2","292","Client Hello"
"8371","18.899408","104.76.84.32","192.168.0.23","TLSv1.2","1566","Server Hello"
"8373","18.899719","104.76.84.32","192.168.0.23","TLSv1.2","1566","Server Hello"
"8375","18.899866","104.76.84.32","192.168.0.23","TLSv1.2","1318","Certificate, Certificate Status"
"8376","18.899937","104.76.84.32","192.168.0.23","TLSv1.2","1318","Certificate, Certificate Status"
"8377","18.900008","104.76.84.32","192.168.0.23","TLSv1.2","432","Server Key Exchange, Server Hello Done"
"8378","18.900078","104.76.84.32","192.168.0.23","TLSv1.2","424","Server Key Exchange, Server Hello Done"
"8404","18.914791","104.76.84.32","192.168.0.23","TLSv1.2","1566","Server Hello"
"8407","18.915131","104.76.84.32","192.168.0.23","TLSv1.2","1318","Certificate, Certificate Status"
"8408","18.915205","104.76.84.32","192.168.0.23","TLSv1.2","432","Server Key Exchange, Server Hello Done"
"8409","18.915278","104.76.84.32","192.168.0.23","TLSv1.2","1566","Server Hello"
"8411","18.915424","104.76.84.32","192.168.0.23","TLSv1.2","1318","Certificate, Certificate Status"
"8412","18.915496","104.76.84.32","192.168.0.23","TLSv1.2","424","Server Key Exchange, Server Hello Done"
"8415","18.916291","192.168.0.23","104.76.84.32","TLSv1.2","248","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message[Packet size limited during capture]"
"8423","18.923224","104.76.84.32","192.168.0.23","TLSv1.2","392","[TCP ACKed unseen segment] , New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8424","18.923304","104.76.84.32","192.168.0.23","TLSv1.2","384","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8443","18.933588","104.76.84.32","192.168.0.23","TLSv1.2","1566","[TCP ACKed unseen segment] , Application Data [TCP segment of a reassembled PDU]"
"8488","18.938908","104.76.84.32","192.168.0.23","TLSv1.2","1566","[TCP ACKed unseen segment] , Application Data [TCP segment of a reassembled PDU]"
"8497","18.942294","104.76.84.32","192.168.0.23","TLSv1.2","1566","Application Data [TCP segment of a reassembled PDU]"
"8498","18.942368","104.76.84.32","192.168.0.23","TLSv1.2","955","Application Data"
"8499","18.942439","104.76.84.32","192.168.0.23","TLSv1.2","384","[TCP ACKed unseen segment] , New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8502","18.942977","104.76.84.32","192.168.0.23","TLSv1.2","1558","Application Data [TCP segment of a reassembled PDU]"
"8506","18.945563","192.168.0.23","104.76.84.32","TLSv1.2","345","[TCP Previous segment not captured] , Application Data"
"8532","18.952360","192.168.0.23","23.23.130.219","TLSv1.2","141","[TCP ACKed unseen segment] , Encrypted Alert"
"8535","18.953123","104.76.84.32","192.168.0.23","TLSv1.2","1566","Application Data [TCP segment of a reassembled PDU]"
"8536","18.953195","104.76.84.32","192.168.0.23","TLSv1.2","711","Application Data"
"8548","18.954158","104.76.84.32","192.168.0.23","TLSv1.2","1566","Application Data [TCP segment of a reassembled PDU]"
"8553","18.954866","192.168.0.23","104.76.84.32","TLSv1.2","244","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8589","18.960181","192.168.0.23","14.129.200.42","TLSv1.2","325","Application Data"
"8595","18.961132","104.76.84.32","192.168.0.23","TLSv1.2","384","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8601","18.962764","192.168.0.23","104.76.84.32","TLSv1.2","337","Application Data"
"8621","18.968522","104.76.84.32","192.168.0.23","TLSv1.2","1566","Application Data [TCP segment of a reassembled PDU]"
"8644","18.971266","104.76.84.32","192.168.0.23","TLSv1.2","690","Application Data"
"8655","18.972940","14.129.200.42","192.168.0.23","TLSv1.2","540","Application Data"
"8657","18.973091","104.76.84.32","192.168.0.23","TLSv1.2","1566","Application Data [TCP segment of a reassembled PDU]"
"8694","18.985779","104.76.84.32","192.168.0.23","TLSv1.2","1566","Application Data [TCP segment of a reassembled PDU]"
"8700","18.987234","104.76.84.32","192.168.0.23","TLSv1.2","668","Application Data"
"8707","18.988520","104.76.84.32","192.168.0.23","TLSv1.2","541","[TCP ACKed unseen segment] , Application Data"
"8721","18.990635","104.76.84.32","192.168.0.23","TLSv1.2","1566","[TCP ACKed unseen segment] , Application Data [TCP segment of a reassembled PDU]"
"8736","18.993652","104.76.84.32","192.168.0.23","TLSv1.2","1150","[TCP ACKed unseen segment] , Application Data"
"8775","19.143101","23.23.130.219","192.168.0.23","TLSv1.2","149","Encrypted Alert"
"9196","20.390305","223.39.118.176","192.168.0.24","TLSv1","135","Encrypted Alert"
"9199","20.418516","223.39.118.176","192.168.0.24","TLSv1","135","Encrypted Alert"
"9224","20.476286","223.39.118.176","192.168.0.24","TLSv1","135","Encrypted Alert"
"9337","20.764347","192.168.0.24","223.39.118.176","TLSv1","256","Client Hello"
"9352","20.771016","223.39.118.176","192.168.0.24","TLSv1","1558","Server Hello"
"9357","20.772306","223.39.118.176","192.168.0.24","TLSv1","676","Certificate, Server Key Exchange, Server Hello Done"
"9417","20.947168","192.168.0.24","223.39.118.176","TLSv1","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"9418","20.954105","223.39.118.176","192.168.0.24","TLSv1","368","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"9432","20.965436","192.168.0.24","223.39.118.176","TLSv1","763","Application Data"
"9449","20.979857","223.39.118.176","192.168.0.24","TLSv1","507","Application Data"
"9522","21.153864","108.177.125.188","192.168.0.23","TLSv1.2","774","Application Data"
"9566","21.202911","192.168.0.23","223.39.118.176","TLSv1.2","694","Application Data"
"9568","21.230475","223.39.118.176","192.168.0.23","TLSv1.2","835","Application Data"
"9663","21.456361","223.39.123.194","192.168.0.24","TLSv1","992","Application Data, Application Data"
"9884","21.775611","192.168.0.1","192.168.0.14","HTTP","114","HTTP/1.0 200 OK  (text/html)"
"10165","22.075487","14.129.200.42","192.168.0.23","TLSv1.2","149","Encrypted Alert"
"10244","22.189847","192.168.0.13","224.0.0.251","MDNS","125","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
"10245","22.191872","192.168.0.13","224.0.0.251","MDNS","125","Standard query 0x0000 PTR _inter._tcp.local, ""QM"" question"
