"No.","Time","Source","Destination","Protocol","Length","Info"
"219","1.310005","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"220","1.310133","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"221","1.310255","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"222","1.311059","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"223","1.311129","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"224","1.311236","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"225","1.311380","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"227","1.313070","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"232","1.314230","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"233","1.314370","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"240","1.316578","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"241","1.316844","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"242","1.316926","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"243","1.317054","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"244","1.317340","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"245","1.317455","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"246","1.317596","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"247","1.318137","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"248","1.318388","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"249","1.318501","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"250","1.318622","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"251","1.318734","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"252","1.318850","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"254","1.319684","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"255","1.320054","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"256","1.320134","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"258","1.321020","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"259","1.321136","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"260","1.321260","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"261","1.321399","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"269","1.322938","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"270","1.323363","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"271","1.323443","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"272","1.323569","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"311","1.334610","192.168.0.24","211.188.147.64","TLSv1","1514","Encrypted Handshake Message, Ignored Unknown Record"
"313","1.334837","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"314","1.335278","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"315","1.335362","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"316","1.335933","192.168.0.24","211.188.147.64","TLSv1","1518","Ignored Unknown Record"
"317","1.336003","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"318","1.336148","192.168.0.24","211.188.147.64","TLSv1","1514","Ignored Unknown Record"
"348","1.351421","211.188.147.64","192.168.0.24","TLSv1","379","Application Data"
"349","1.351577","211.188.147.64","192.168.0.24","TLSv1","91","Encrypted Alert"
"357","1.372494","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"371","1.431569","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"432","2.053001","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"442","2.125106","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"487","2.376204","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"523","2.589189","104.118.134.215","192.168.0.24","SSLv2","1511","Encrypted Data [TCP segment of a reassembled PDU]"
"526","2.609540","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"530","2.630886","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"542","2.709849","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"571","2.848884","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"587","2.909514","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data"
"590","2.922249","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"602","2.968822","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data, Encrypted Data"
"655","3.384745","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"678","3.525942","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"699","3.650725","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"722","3.803216","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"735","3.848546","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"755","3.943199","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"768","3.987818","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"774","4.010188","104.74.152.109","192.168.0.14","TLSv1.2","90","Application Data"
"813","4.121776","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"849","4.424754","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"897","4.670731","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"926","4.872226","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"929","4.896324","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"938","4.956670","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"945","4.992552","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"987","5.542868","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data"
"1001","5.640589","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1002","5.640783","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1003","5.640900","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1022","5.773352","223.39.118.176","192.168.0.24","TLSv1","91","Encrypted Alert"
"1026","5.789057","104.118.134.215","192.168.0.24","SSLv2","1511","[TCP Fast Retransmission] , Encrypted Data"
"1053","5.954611","192.168.0.19","37.252.244.142","SSL","91","Continuation Data"
"1056","5.960053","192.168.0.19","37.252.244.142","SSL","83","Continuation Data"
"1057","5.960993","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1058","5.961541","192.168.0.19","37.252.244.142","SSL","91","Continuation Data"
"1102","6.640227","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1103","6.640380","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1104","6.640520","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1105","6.681750","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1106","6.681870","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"1107","6.681944","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1108","6.682019","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"1109","6.682094","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1110","6.682165","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"1111","6.682238","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1112","6.682311","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"1113","6.682665","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1114","6.682740","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"1115","6.682814","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1116","6.682887","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"1121","6.884459","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1122","6.884541","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1123","6.884614","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"1124","6.884688","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1125","6.884761","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"1150","7.195110","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1199","7.634245","192.168.0.19","168.1.114.4","HTTP","182","GET /cname.aspx HTTP/1.1 "
"1201","7.643223","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1202","7.643594","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1203","7.643923","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1204","7.651398","104.118.134.215","192.168.0.24","SSLv2","1507","[TCP Fast Retransmission] , Encrypted Data"
"1207","7.716969","104.118.134.215","192.168.0.24","SSLv2","1507","[TCP Previous segment not captured] , Encrypted Data"
"1213","7.804058","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1229","8.196209","192.168.0.24","223.39.123.194","TLSv1","155","Application Data"
"1232","8.205257","223.39.123.194","192.168.0.24","TLSv1","128","Application Data, Application Data"
"1254","8.397536","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1265","8.435456","192.168.0.24","223.39.123.191","TLSv1","452","Client Hello"
"1268","8.444986","223.39.123.191","192.168.0.24","TLSv1","1514","Server Hello"
"1273","8.447514","223.39.123.191","192.168.0.24","TLSv1","813","Certificate, Server Key Exchange, Server Hello Done"
"1288","8.526781","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1289","8.527221","192.168.0.24","223.39.123.191","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1290","8.536297","223.39.123.191","192.168.0.24","TLSv1","336","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1298","8.574809","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1303","8.613764","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1308","8.644712","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1309","8.645006","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1310","8.645252","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1317","8.713920","192.168.0.24","223.39.123.191","TLSv1","379","Application Data"
"1323","8.714549","192.168.0.24","223.39.123.191","TLSv1","1514","Application Data [TCP segment of a reassembled PDU]"
"1333","8.727158","192.168.0.33","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1335","8.915437","192.168.0.24","223.39.123.191","TLSv1","379","[TCP Spurious Retransmission] , Application Data"
"1343","8.992718","192.168.0.24","223.39.123.191","TLSv1","1518","[TCP ACKed unseen segment] [TCP Previous segment not captured] , Ignored Unknown Record"
"1346","8.998720","104.118.134.215","192.168.0.24","SSLv2","1507","[TCP Fast Retransmission] , Encrypted Data"
"1423","9.344553","223.39.123.191","192.168.0.24","TLSv1","363","Application Data"
"1424","9.344672","223.39.123.191","192.168.0.24","TLSv1","213","Application Data, Application Data, Application Data"
"1428","9.351583","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1437","9.454645","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1439","9.455039","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1461","9.792527","192.168.0.19","20.36.222.39","TLSv1.2","261","Client Hello"
"1533","10.561745","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1604","10.896034","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1605","10.916187","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1636","11.133073","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1652","11.235784","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1664","11.326829","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1705","11.926159","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1728","12.087178","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1732","12.130253","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1765","12.277237","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1794","12.332585","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"1854","12.427289","104.118.134.215","192.168.0.24","SSLv2","1507","[TCP Fast Retransmission] , Encrypted Data"
"1947","14.349442","223.39.123.191","192.168.0.24","TLSv1","91","Encrypted Alert"
"1958","14.418921","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2008","15.170202","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2013","15.214768","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2061","15.574274","192.168.0.19","217.146.12.137","HTTP","182","GET /cname.aspx HTTP/1.1 "
"2096","15.790869","104.74.152.109","192.168.0.14","TLSv1.2","90","Application Data"
"2099","15.791169","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2138","16.142590","104.74.152.109","192.168.0.14","TLSv1.2","90","Application Data"
"2157","16.171433","104.118.134.215","192.168.0.24","SSLv2","1507","[TCP Fast Retransmission] , Encrypted Data [TCP segment of a reassembled PDU]"
"2162","16.678264","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2163","16.678342","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2166","16.711955","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2167","16.712068","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2169","16.712445","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2170","16.712522","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2171","16.712741","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2172","16.712816","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2173","16.712892","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2174","16.712965","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2175","16.713038","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2176","16.713111","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2177","16.713231","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2178","16.713305","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2179","16.713377","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2180","16.713449","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2181","16.713523","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2182","16.713593","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2183","16.713718","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2184","16.713791","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2185","16.713863","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2186","16.713934","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2187","16.714243","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2188","16.714325","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2193","16.918128","192.168.0.19","163.152.1.1","DNS","83","Standard query 0xac9a A router12.teamviewer.com"
"2198","17.020384","192.168.0.33","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2199","17.020460","192.168.0.33","239.255.255.250","SSDP","189","M-SEARCH * HTTP/1.1 "
"2223","17.769953","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2245","18.110097","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2263","18.188614","192.168.0.19","40.90.23.230","TLSv1.2","737","Application Data"
"2264","18.188777","192.168.0.19","163.152.1.1","DNS","91","Standard query 0xe75f A settings-win.data.microsoft.com"
"2266","18.189053","192.168.0.19","163.152.11.6","DNS","91","Standard query 0xe75f A settings-win.data.microsoft.com"
"2269","18.205885","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2272","18.228164","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2290","18.318433","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2308","18.391445","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2363","18.657109","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2384","18.823840","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2390","18.877184","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2393","18.886379","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2412","19.019882","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2423","19.308622","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2444","19.383225","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2451","19.430690","192.168.0.19","20.189.74.153","TLSv1.2","141","[TCP Previous segment not captured] , Application Data"
"2452","19.432241","192.168.0.19","20.189.74.153","TLSv1.2","474","Application Data"
"2453","19.432360","192.168.0.19","20.189.74.153","TLSv1.2","92","Application Data"
"2482","19.885154","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2509","20.579337","104.74.152.109","192.168.0.14","TLSv1.2","90","Application Data"
"2524","20.932607","23.49.157.76","192.168.0.14","TLSv1.2","89","Encrypted Alert"
"2533","21.255109","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2636","23.136132","192.168.0.19","163.152.1.1","DNS","80","Standard query 0x57ec A android.bugly.qq.com"
"2637","23.136350","192.168.0.19","203.205.151.52","TLSv1.2","85","Encrypted Alert"
"2708","23.871260","104.118.134.215","192.168.0.24","TCP","1507","443  >  43238 [ACK] Seq=1416504 Ack=1 Win=252 Len=1441 TSval=479980765 TSecr=34969 [TCP segment of a reassembled PDU], Encrypted Data"
"2727","24.338804","104.118.134.215","192.168.0.24","SSLv2","1511","Encrypted Data, Encrypted Data"
"2741","24.533981","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2757","24.641262","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2802","24.938989","192.168.0.19","37.252.244.141","HTTP","182","GET /cname.aspx HTTP/1.1 "
"2808","24.960033","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2826","25.055713","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2844","25.176814","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2921","25.543082","104.118.134.215","192.168.0.24","SSLv2","1507","Encrypted Data [TCP segment of a reassembled PDU]"
"2949","25.778079","192.168.0.13","163.152.1.1","DNS","86","Standard query 0x0405 A alarm.sgp.s3.amazonaws.com"
"2950","25.783343","163.152.1.1","192.168.0.13","DNS","449","Standard query response 0x0405 A alarm.sgp.s3.amazonaws.com CNAME s3-ap-southeast-1-w.amazonaws.com A 52.219.32.96 NS ns-1108.awsdns-10.org NS ns-665.awsdns-19.net NS ns-502.awsdns-62.com NS ns-1799.awsdns-32.co.uk A 205.251.193.246 A 205.251.194.153 A 205.251.196.84 A 205.251.199.7 AAAA 2600:9000:5301:f600::1 AAAA 2600:9000:5302:9900::1 AAAA 2600:9000:5304:5400::1 AAAA 2600:9000:5307:700::1"
"2955","25.919584","192.168.0.1","239.255.255.250","SSDP","414","NOTIFY * HTTP/1.1 "
"2956","25.919795","192.168.0.1","239.255.255.250","SSDP","486","NOTIFY * HTTP/1.1 "
"2957","25.919992","192.168.0.1","239.255.255.250","SSDP","414","NOTIFY * HTTP/1.1 "
"2958","25.920065","192.168.0.1","239.255.255.250","SSDP","486","NOTIFY * HTTP/1.1 "
"2959","25.920210","192.168.0.1","239.255.255.250","SSDP","482","NOTIFY * HTTP/1.1 "
"2960","25.920408","192.168.0.1","239.255.255.250","SSDP","482","NOTIFY * HTTP/1.1 "
